title,rating,body,len,clean_review
Poor Quality..MONSTER FOR BUYERS??,1,"The media could not be loaded.
                




   I had received this phone on 09th May 2021. For first two days it worked ok. (OK because this phone is very slow)BUT on third day, 12th May 2021, it was hanged very badly. It was neither getting switched off nor restarted..!!Immediately I have contacted the customer care for its solution. The Amazon representative has responded well and helped me to book technician's visit, which has completed on 15th May 2021.Amazon is ready for its replacement according to their 7 days replacement policy and hand to hand replacement.It was a traumatic condition for me as I have bought this phone in this COVID pandemic in very urgent condition and I badly need a phone always working 24X7 as my family was admitted in the hospital.Also, people who wish to buy it for its Camera then please beware as Samsung is advertising it as TRUE 48MP QUAD CAMERA but its result is like 8MP blurred one.Second thing is the phone is very slow and its UI is frequently NOT WORKING.Third thing is its speakers are giving old radio kind of noise.Luckily, there is no option for rating it ZERO or NEGATIVE star, else I would definitely give that rating to this product.There is ""No Return Available"" and only replacement option is given by Amazon.Only positive thing in this entire incident is that I have bought through Amazon and got their prompt support.I am very much thankful of Amazon as they have replaced this faulty device with new one on 16th May 2021, means within one day after technician visit.Now, I am only hoping that replaced SAMSUNG M12 mobile may perform to atleast ""OK"" level, if not to ""GOOD or BETTER"" standard.Dear Samsung, I will edit my review with positive points if I found the replaced product upto the mark..!!",1768,medium load receive phone day work ok ok phone day hang badly getting switch restart contact customer care solution amazon representative respond help book technician visit complete ready replacement accord day replacement policy hand hand traumatic condition buy phone covid pandemic urgent condition badly need phone work family admit people wish buy camera beware samsung advertise true quad camera result like blurred thing phone slow ui frequently thing speaker give old radio kind option rat zero negative star definitely rating return available replacement option give positive thing entire incident buy amazon get prompt thankful amazon replace faulty device new mean day technician hop replace samsung mobile perform atleast ok level good well samsung edit review positive point find replace product upto mark
One of the best smart phone in this price!,5,"Decent phone.. people say VGA cam because they didn't notice that the aspect ratio for 48 MP camera.. 48 MP cam option is only for 3:4 aspect ratio..And yea its true that the wifi doesn't support 5G bandwidth..  but over all decent mobile for decent price, Got 6GB version for 11.300 using coupon and credit cardThanking Amazon, IndusInd and Samsung!Posted pics are Shot by me on Samsung M12,Those who dont believe they can ask me for Camera Settings.",451,decent phone people vga cam notice aspect ratio mp camera mp cam option aspect ratio yea true wifi support g bandwidth decent mobile decent price get gb version coupon credit cardthanke amazon indusind pic shoot samsung not believe ask camera setting
Why there is no slow motion,1,"Don't have slow motion, and to much leg.",40,slow motion leg
Best Phone @12499 for 6 GB RAM/128 GB ROM Variant,5,"Pros:1. Best Battery i.e. 6000mAh.2. Good Back camera.3. Good and very necessary features by Samsung One UI. (I bet you'll like it)4. Good Performance (I use a lot of apps in multitasking but I don't play games so can't review gaming performance).5. Supports 15WT fast charging.6. Display is good according to the price range. (Don't get confused on poor display reviews.)7. Side positioned fingerprint sensor is good. (In starting you can face problems if you are currently using a back fingerprint sensor)8. Low light image from the back camera is also good. One attached in the image.9. Currently(11/04/21- 15/04/21) this phone is available @11700 (effective price)using Indusind bank cards so it is a loot deal for now. (Lowest ever price for this phone)Cons:1. Very bad front selfie camera which is 8MP (If you are a selfie addict then avoid it)2. Phone is very heavy and big in size.3. Adaptive brightness is not up to the mark.4.Animations are a little bit slow.5. Contact searching speed in the contacts app is very slow.(Resloved after update)6. After every update they install MX Takatak, Moz like apps which you can uninstall anytime. ( I think to make this phone that much affordable they are trying few methods of Mi and other Chinese brands.)Result: Best phone with all the latest features in this price range. @ 11700 - 12500Important(For those reviews who are saying the phone is slow): Got to developer options(Search Google for how to enable it ) and then Set Windows Animation Scale to .5x, Transition Animation Scale to .5x, Animator Duration to .5x. (Earlier all 3 developer options are set to 1x that's why the phone seems a little bit slow).Update: After update Contact searching speed became very good.",1726,good battery good good necessary feature samsung ui bet like good performance use lot app multitaske play game review game support fast display good accord price range confuse poor display position fingerprint sensor good start face problem currently fingerprint low light image camera good attach phone available effective indusind bank card loot deal low price bad selfie camera selfie addict avoid phone heavy big adaptive brightness little bit contact search speed contact app update install mx takatak moz like app uninstall anytime think phone affordable try method mi chinese good phone late feature price range review say phone slow get developer google enable set window animation scale transition animation scale animator duration early developer option set phone little bit update contact search speed good
Average Phone,2,The price of the product is OK as per the price bracket. However it was nowhere compared to my old VIVO V5. Made a mistake exchanging the phone.The phone is average...,167,price product ok price bracket compare old vivo mistake exchange phone average
Good phone 🤳📱 at reasonable price .,3,Initially i given 4 star and after few months of usage can see the sound quality degraded and very feeble .. camera outcome is not that much quality as they promised in d specs ..Samsung average phone at average price to meet out china companies competency..My old reviewI have bought 6GB Ram phone as I am long time user of Samsung and downgraded from high end series to this M series. D main reason u need to go for Samsung compared to China model phones is the SAR .SAR for this phone model is 1.19W/KG which is within the 1.6 range .Sound quality okayPicture quality is okay and not badBattery draining not that muchEase of navigation good 👍Performance is goodThis phone comes with backside Matt finish and not glossy finish ..tats s only cosmetic changes compared to M31 series ..Over all okay 👌🙂 ..head set won't be there which they mention in the items that they will provide..Overall decent price 👌,906,initially give star month usage sound quality degraded feeble camera outcome quality promise d spec samsung average phone average price meet china company competency old reviewi buy gb ram phone long time user samsung downgrade high end series m series d main reason u need samsung compare china model phone sar phone model kg range quality okaypicture quality okay badbattery drain muchease navigation good performance goodthis phone come backside matt finish glossy finish tat s cosmetic change compare series okay head set will mention item provide overall decent price
Record sale good price good specs...,4,I have Mo2s and this m12....better buy m12 you get better storage ram camera and finger scanner etc....record selling on Amazon...just checking performance...will give review after 1 month....overall good on specs....,217,well buy well storage ram camera finger scanner etc record selling amazon check performance review month overall good spec
Below Average product from Samsung,1,"Except battery life.. rest other options like camera, display , software are all useless. If Mobile size comes under 6 or 6'4 inch then it will be preferable for elder people(above 50 age). Over all it fails in all segments. Micromax in 1 is far better than M12",261,battery life rest option like camera display software useless mobile size come inch preferable eld age fail segment micromax far well
Samsung I love you,5,Samsung is the beat,19,samsung beat
Excellent Battery  and budget,4,"I have been using this phone for more than a week and below is my feedback.1. Excellent battery and its lasts for 2 days at least on normal usage.2. Phone performance is good for normal usage such as YouTube,  Facebook or watsapp and usual games.3. Look and feel is good, easy to use.4. Phone is quite I feel probably due to battery  capacity.5. Front camera is not good but back one is good. This maybe great for selfie  lovers.6. Phone doesn't hang when multiple apps are opened.7. Worthy product  for this price based on spec and quality.I have attached  the photos taken and also same pic taken using both front and back camera  to show  the difference.  Overall it's a good budget Phone with all nice features and excellent battery.",737,phone week excellent battery last day normal phone performance good normal usage youtube facebook watsapp usual look feel good easy phone feel probably battery camera good good maybe great selfie phone hang multiple app worthy product price base spec attach photo take pic take camera difference overall good budget phone nice feature excellent battery
